text_to_annotate,Hate_pos,Disagree
#TuesdayThoughts  Knock Knock Who's there?  Not John McCain.https://www.bitchute.com/video/adPoJqG8AFPw/,0,0
"Give me an example of a multi-ethnic or a multi-cultural society, in which the original population still lives, and where there is a peaceful cohabitation. I don’t know one. - Dutch Foreign Minister Stef Blok",0,0
"I don't endorse any of the links on this site, so you can follow them at your own risk, but the story is one which should be branded upon the ass of everyone who runs for office, and upon the conscience of everyone who votes. http://hushmoney.org/Davy_Crockett_Farmer_Bunce.ht...",0,0
Facebook employees challenge its left-wing bias | Amanda Head ,0,0
Hey Bill.  Welcome and have a great day!,0,0
"I call BS. Of course Armstrong was patriotic. This was a big moment for the US. 🇺🇸. If true to the man/character and time, this should have been included.  http://www.theamericanmirror.com/canadian-first-ma...",0,0
https://www.deviantart.com/jiangweisen/art/Wall-Of...  will the anti-Christ NWO be brought in by Islam?,0.25,0
This is a reminder that the 'white extinction anxiety' article means that progressives are banking and planning on your childrens persecution.,0.5,1
"They need to sink these NGO boats  before they can smuggle these migrants across, and/or mass arrest the NGO boat owners.  It is the NGOs that are making this crisis possible.",0.25,0
"Good morning racist, Nazi, alt-right echo chamber!",0.25,0
OBVIOUS. FAKE. STAGED. False Flag Terrorism.  And now the media needs armed guards to protect themselves against us crazy civilians? All tax-paid for??,0,0
Can we all just agree that when McCain is finally flushed that we never speak his name again? I am done with hearing about him. He's even more annoying in death.,0,0
"Dictate what?  We aren't the world's police anymore, remember. they don't want us.  So f em.  We are the world's leading exporter of energy now. We have enough to be self sufficient for 500 years.    The ass backwards muzzies in that middle east can go pound their sand.",0.75,0
Also I don't think Kurt really got what doing that would entail; putting the country under martial law enforcement means the end of every wiseass local jurisdiction that thinks it gets to ignore the laws it doesn't like. Police departments that tried to resist would become insurrectionists.,0,0
I’m confident they would win too. Even if there are more overall Leave voters. That’s why they want a second referendum with TWO Leave options. ,0,0
"By nearly every metric, we're doing better under Trump than Obama:    Unemployment at near record lows   Black unemployment at record lows   GDP higher than its been in years   Taxes lower for most people   Stock exchanges at record highs    So why do the left hate him so much?   🤔🤔🤔",0.2,0
"'I was a great police officer,' says Chicago cop charged with murder in shooting of 17-year-old Laquan McDonald https://abcnews.go.com/US/great-police-officer-chi...  #chicago #illinois #police",0,0
"""Eat Healthy. Exercise. ... ... Die Anyway. ""  -- Me",0.25,0
Hypocrisy? These dumbasses realize comparing Michelle Bachman to someone from 'Planet of the Apes' is NOT the same as comparing Valerie Jarrett to someone from 'Planet of the Apes'.,0.25,0
Brexit: EU demands veto over UK trade deals with other countries for two years after Britain leaves http://ow.ly/fGyv30hNLvo,0,0
Ways to protect Yourself from Negative electromagnetic and human energy ,0,0
"Tommy being harrassed on holiday by journo. facebook is trying to take this down, share far and wide- expose this journo (and his paper) for what they really are https://twitter.com/kazmc39/status/103004466163584...",0,0
The crackdown continues. ,0,0
"'I find wearing these little yellow stars on the chest is a good way to expiate our past sins, it reminds us of our privilege and keeps the memory of our crimes alive now that the last nazi is dead.' Conservative, circa 2025. #ConservativeMindset",0.5,1
As I go to sleep I will count sheep jumping over my imagined border wall.  ,0,0
Gervais SLAMS religious slaughter “I couldn’t give a F*CK what your ‘God’ says” “There is no excuse for animal cruelty. I didn’t care if it’s your ‘culture’. I don’t care if it’s ‘tradition' https://unitynewsnetwork.co.uk/gervais-slams-relig... #BritFam,0.5,1
"For those who believe in a capitalist, stateless, voluntaryist, conservative society. Please join the Anarcho-Conservatives group. https://gab.ai/groups/21ecefb9-ecb3-445c-8957-f4f4...",0.25,0
"#MattsMoving...Remember all the money he helped raise for the Haitians, they don't!! #MoveToYourOwnShitHole #BourneRich #BirdsOfAFeather",0.25,0
"The city of New York released thousands of documents from the 1989 Central Park rape case last week, provoking more weeping and gnashing of teeth over Donald Trump’s full-page ads in four New York newspapers taken out soon after that attack  http://humanevents.com/2018/07/26/central-park-rap...",0,0
"If someone calls me a racist anywhere but a court room, I will straight up respond with Hail Hitler. ",0.25,0
"London Rising 006: Facebook’s Social Credit, China x Silicon Valley Revisited, the Hypocrisy of #MeToo, Estrogen vs. Testosterone https://www.podbean.com/media/share/pb-3a3sn-97fe6...",0,0
"Don't you love it when the truly evil, perverted, disgusting leftists are triggered and take off their masks? ",0.5,1
Sarah SANDERS to be first Press Secretary to get Secret Service Protection ,0,0
"What if when I open my ""All & Mentions"" folders in a separate window they refresh themselves when I get a message? (Like the little notice that pops up when we get a message but in the actual window itself)... Like a live feed?",0,0
This show sucks. Imma stick with the internet.,0,0
From Sanity4Sweden...The Remarkable Mr. TRUDEAU / EU support at a '35-year High' https://youtu.be/E0EH5eUBXt0,0,0
Asking LGBT: Gay Rights OR Islam? (Then The Police Unlawfully Detained Us) https://youtu.be/BbMioqPeEB0,0.25,0
The GREATEST MILITARY OPERATION OF OUR LIVES!🇺🇸🦅🇺🇸🇺🇸🦅🦅🇺🇸🇺🇸🇺🇸🦅🦅🦅Vote Republican!  Support our President!!! ,0,0
"Thank you to ICE for continuing to do your job, despite the verbal attacks by the left! ",0,0
@TommyRobinson was a GENUINE political prisoner https://www.whaleoil.co.nz/2018/08/whaleoil-video-...,0,0
He can rage all he wants.  What did he DO?,0,0
And Bill Cosby screwed the ones that were sleeping!  Wakka wakka wakka...  You know...  because Fat Albert...,0,0
Please --- spare whatever you can...  Support this TRUE #PATRIOT https://www.mikeflynndefensefund.org/,0,0
#FreeAlexJones,0,0
#JohnMcCain 10 Reasons Not to Mourn Him #SundayMorning #BONUS #BenGarrison #cartoon Do not weep for the #DeepstateSwamp #NoName post at https://grrrgraphics.com/ten-reasons-not-to-mourn-...,0,0
"Owning the libs is good, but the ideal is to create a reality wholly outside their media-entertainment matrix that siphons off normies.",0.25,0
"Uh, i would hope they're going to lose more than their jobs.",0,0
"If you spend five minutes researching the matter you’ll find Jewish groups led by ADL are behind the protocols that led to the mass deplatforming of Alex Jones. Seriously, if you’re an InfoWars fan set the chemtrails stuff aside. Devote 5 mins to this. It will change your life.",0.5,1
Watching the Patriot right now and my mood be like.... #America #MAGA #Lessssgo 😎👌🏻,0,0
"NO NOT SNOW YET,  WHERE IS IT SNOWING???",0,0
"To follow the tide for the 'right' way in this world is to follower your ultimate doom,to follow the tide of risk and ultimatum is to make a difference in this world.",0,0
The version of the IG report released yesterday is the ROD ROSENSTEIN redacted version. Man! Did he ever out himself !!!!! ????? He showed us what sort of person he is.,0,0
"Hey Humble Bundle is giving away free copies of Warhammer: 40,000 Space Marine.I haven't played the game myself, but It looks cool. https://www.humblebundle.com/store/warhammer-40000...",0,0
Ah the PSYOPS antifa crew is back. That’s how I know we are winning.,0,0
Trump doesn't love dreamers. you need to listen to the real truth on why he cut that deal and not just the CNN version.,0,0
Seems only fair that lefties who enjoy harassing ICE agents at home get equal treatment.,0.75,0
"Welcome to all those who want true freedom. The state is our enemy, if you agree, PLEASE JOIN! #purefreedom #taxationistheft #scrapthestate #bestrong",0,0
"The Zombie Papacy Pope Francis, in failing to address the crimes and scandal rocking the Church, has turned his pontificate into a zombie. Nothing else will be done until these crimes are addressed through investigation and purging of the Lavender Mafia from Mother Church.",0.25,0
by 2050 my marksmanship will have improved greatly me thinks,0,0
"And in other news, straight people aren't gay. (Whodathunkit?) https://www.them.us/story/cis-trans-dating?mbid=nl...",0,0
It comes in a shot also.,0,0
Lot's of stupid people in Brazil .Socialism has raped your country...,1,0
M. Todd Henderson dared compare SCOTUS nominee Brett Kavanaugh with Sonia Sotomayor. They called him a racist and worse. http://www.patheos.com/blogs/dispatches/2018/08/09...,0.25,0
"We get snow in West Texas. Of course, we are in the mountains. Ice is every year and randomly. Luckily, no hurricanes where I’m at, but I miss the ocean, lakes, any body of water in general.  #HighDesertLife",0,0
Yup...that's one of the COMMON gab subjects,0,0
